id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4696858,Student Hostel for 1 person_La Vue,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.306791305541992,114.16658782958984,Private room,657,30,335,2019-10-31,2.97,9,99,0,
4702937,Room near HKU - Sai Yun Pun  S4a,4584648,Ivy,,Central & Western,22.28721,114.14435,Private room,200,30,1,2023-03-31,0.08,323,365,1,
4703186,DELUXE LAN KWAI FONG room --- CENTRAL,4584648,Ivy,,Central & Western,22.28035,114.15638,Private room,180,29,0,,,323,365,0,
4712476,Sheung Wan - nxt to Western Market,4584648,Ivy,,Central & Western,22.28628,114.14906,Private room,180,29,0,,,323,365,0,
4712684,Nice Sheung Wan Room,4584648,Ivy,,Central & Western,22.28576,114.14928,Private room,180,30,0,,,323,336,0,
4724498,Student Hotel for 1 person_La Rouge,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.30679,114.16659,Private room,380,30,283,2020-08-09,2.51,9,148,0,
4724533,170sqf Serviced suite room for short and long term,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.306791305541992,114.16658782958984,Private room,651,30,354,2024-02-04,3.14,9,155,5,
4730498,The best apartment in Sai Ying Pun is back!,24427956,Francis,,Central & Western,22.28626,114.13514,Entire home/apt,940,3,85,2024-02-19,0.76,1,48,21,
4763087,JW Rm7 for 2 ppl (3mins to subway),24575135,Hau Kuen,,Yau Tsim Mong,22.31988,114.1706,Private room,351,1,128,2023-10-23,1.14,10,365,4,
4798868,JW Rm6 for 2ppl (3mins to subway),24575135,Hau Kuen,,Yau Tsim Mong,22.3199,114.17053,Private room,311,1,61,2024-03-02,0.54,10,365,7,
4799978,Sheung Wan Studio,24711228,Tina,,Central & Western,22.28580726383819,114.15044816290757,Entire home/apt,1300,1,0,,,1,232,0,
4834521,MongKok Rm18 (3mins to subway) 2ppl[NewDecoration],24575135,Hau Kuen,,Yau Tsim Mong,22.31988,114.17053,Private room,354,1,73,2024-02-13,0.65,10,363,18,
4836749,1.2 Sleep in Cozy Hostel (A Pod in Mixed Dorm),23801931,Mj,,Kowloon City,22.31968,114.18866,Shared room,264,1,159,2024-02-15,1.42,5,364,10,
4836761,1.4 Mixed Dorm with Pod Style Bed,23801931,Mj,,Kowloon City,22.31961,114.18659,Shared room,264,1,120,2024-03-04,1.07,5,344,14,
4841805,JW Rm3 for 4 ppl  (3mins to subway),24575135,Hau Kuen,,Yau Tsim Mong,22.31986,114.17053,Private room,542,1,126,2024-03-11,1.13,10,349,24,
4849950,location location location,8320211,A J,,Central & Western,22.27776,114.15474,Entire home/apt,,7,0,,,1,88,0,
4852992,MongKok Rm16 (3min to subway) 2ppl [NewDecoration],24575135,Hau Kuen,,Yau Tsim Mong,22.31986,114.17059,Private room,371,1,101,2024-03-11,0.90,10,363,30,
4856303,MongKok Rm20 (3mins to subway) 4ppl[NewDecoration],24575135,Hau Kuen,,Yau Tsim Mong,22.3199,114.17055,Private room,454,1,62,2024-02-11,0.55,10,365,8,
4858735,Ruby hostel female,23376488,Ruby,,Yau Tsim Mong,22.30929,114.172,Shared room,173,1,106,2024-02-12,0.94,13,153,30,
4858902,Ruby hostel 鹿比 female,23376488,Ruby,,Yau Tsim Mong,22.30907,114.17206,Shared room,173,1,240,2024-03-02,2.14,13,140,51,
4866210,MongKok Rm21 (3mins to subway) 3ppl[NewDecoration],24575135,Hau Kuen,,Yau Tsim Mong,22.31989,114.17053,Private room,487,1,86,2024-01-21,0.77,10,359,11,
4881223,JW Rm5 for 4 ppl  (3mins to subway),24575135,Hau Kuen,,Yau Tsim Mong,22.31998,114.17056,Private room,497,1,108,2024-02-09,0.96,10,361,15,
4892293,MongKok Rm19 (3mins to subway) 2ppl[NewDecoration],24575135,Hau Kuen,,Yau Tsim Mong,22.31988,114.17053,Private room,346,1,99,2024-02-12,0.89,10,365,10,
4917693,WM HOSTEL | Authentically HK,634820,Wontonmeen,,Yau Tsim Mong,22.32532,114.16433,Hotel room,260,1,120,2023-10-05,1.07,6,18,5,
4920159,Modern cosy studio with balcony,25341602,Jane,,Yau Tsim Mong,22.30666,114.16939,Entire home/apt,608,2,132,2017-12-11,1.18,1,52,0,
4959693,香港旺角女人街 近地铁口 温馨两大床4人房 干净舒适 交通便利美食环绕,24676635,娟娟,,Yau Tsim Mong,22.31705,114.17076,Entire home/apt,875,1,9,2019-05-03,0.10,6,365,0,
4959717,JW Twin Rm no.1 (3mins to subway),24575135,Hau Kuen,,Yau Tsim Mong,22.31988,114.17053,Private room,407,1,73,2023-05-01,0.65,10,362,1,
5034364,2bd/1ba high floor Seaview apmt,23836269,Amika,,Central & Western,22.28058254338591,114.12445035505496,Entire home/apt,,5,4,2024-03-19,2.79,1,0,4,
5036625,SPECTACULAR Seaview NICE Room,15586744,Sven,,Sai Kung,22.29439,114.27338,Private room,450,28,52,2022-09-26,0.47,17,365,0,
5042965,SW07-Harbour View,23128629,Yu,,Central & Western,22.28822,114.14862,Entire home/apt,2250,2,206,2024-02-15,1.86,4,169,11,
5074403,Suite room for 1pax,22037293,Vincent & Partners@La Boutique,,Yau Tsim Mong,22.306791305541992,114.16658782958984,Private room,,30,227,2019-11-15,2.03,9,101,0,
5158684,Ruby  hostel 鹿比 female,23376488,Ruby,,Yau Tsim Mong,22.30788,114.17132,Shared room,173,1,168,2024-03-09,1.51,13,115,62,
5158962,Ruby hostel 鹿比 female,23376488,Ruby,,Yau Tsim Mong,22.30769,114.17203,Shared room,173,1,107,2024-03-09,0.97,13,141,57,
5159313,ruby hostel female,23376488,Ruby,,Yau Tsim Mong,22.3097,114.16992,Shared room,173,1,89,2024-03-10,0.82,13,156,31,
5180563,家庭便利五人房,10625315,H.Z,,Yau Tsim Mong,22.3199,114.17062,Private room,654,1,56,2023-12-06,0.51,6,30,5,
5207367,日租350元，最少租28晚。兩人房間雙人床。鄰近香港城市大學近地铁站，交通便捷，整潔清靜，治安良好。,15955656,Ken,,Sham Shui Po,22.3333,114.16546,Entire home/apt,343,28,44,2024-02-21,0.43,2,365,2,
5208678,日租350元最少租28晚。兩人房間上下層床。鄰近香港城市大學近地鉄站，清靜整潔，交通便捷，治安良好。,15955656,Ken,,Sham Shui Po,22.33316,114.16513,Entire home/apt,350,28,26,2020-08-22,0.25,2,365,0,
5215294,"Fantastic 3BR Apt, central MK, 1 mins MTR, 8ppl",26936781,Wing,,Yau Tsim Mong,22.31255,114.17072,Entire home/apt,1329,3,183,2024-03-18,1.66,6,228,31,
5242323,Jardine Studio - Japanese Style Tatami Room A,27132196,V,,Wan Chai,22.28001,114.18653,Private room,600,14,2,2017-11-05,0.02,3,91,0,
5243206,溫馨家庭五人房,10625315,H.Z,,Yau Tsim Mong,22.3199,114.17074,Private room,654,1,24,2024-02-27,0.23,6,30,6,
5254053,"1.5m Double bed ,cental MK  near MTR,8ppl",26936781,Wing,,Yau Tsim Mong,22.31805,114.17059,Entire home/apt,1308,3,110,2024-02-22,1.01,6,267,29,
5271925,實惠便利四人房,10625315,H.Z,,Yau Tsim Mong,22.31979,114.17078,Entire home/apt,558,1,40,2023-12-10,0.37,6,82,2,
5347247,Deluxe  Studio Flat with Terrace,2376514,Sun-Ok,,Central & Western,22.28439,114.1488,Entire home/apt,1800,7,1,2015-03-29,0.01,3,364,0,
5365324,休閒房間,19614862,Falix,,Yau Tsim Mong,22.31837,114.17157,Private room,426,7,1,2017-10-05,0.01,4,362,0,
5464143,5號房@香港萬悅賓館 尖沙咀地鐵口/市中心 高級雙人大床房+獨立浴室,28140685,Angel,,Yau Tsim Mong,22.2973,114.17253,Private room,271,1,150,2024-03-09,1.39,14,20,28,
5465122,Room No.1 @HK WAN YUE HOTEL,28140685,Angel,,Yau Tsim Mong,22.29728,114.17249,Private room,274,1,257,2023-09-26,2.33,14,5,28,
5484418,No.2@ Wan Yue Guesthouse Superior King Room,28140685,Angel,,Yau Tsim Mong,22.29747,114.1726,Private room,294,1,165,2023-08-26,1.53,14,19,22,
5535344,Beautiful and Chic Apartment,14593925,Patricia,,Sham Shui Po,22.33797,114.13855,Entire home/apt,1357,28,83,2023-06-30,0.82,1,80,6,
5678100,"Quiet 2BR, 6min CausewayBay MTR TimeSq, nr HKCEC",29005537,Andrea,,Wan Chai,22.27862,114.18712,Entire home/apt,1687,4,194,2024-03-04,1.77,4,268,31,
5697492,REMARKABLE Modern 2 BEDRM Unit 20mins Downtown,15586744,Sven,,Sai Kung,22.30151,114.25075,Entire home/apt,1500,28,24,2023-08-27,0.25,17,334,1,
5874991,4人家庭房 /4people Private Room Ensuite,30098437,Dragon Hostel,,Yau Tsim Mong,22.3207,114.17109,Private room,600,1,35,2023-12-29,0.35,19,361,6,
5875014,Double Bed Private Ensuite,30098437,Dragon Hostel,,Yau Tsim Mong,22.32076,114.17034,Private room,,1,6,2016-09-21,0.06,19,365,0,
5889408,Cozy & Convenient,30578077,Carris,,Yau Tsim Mong,22.30066,114.17346,Entire home/apt,587,5,98,2024-01-22,0.90,1,300,18,
5936807,happy 3 person room歡樂三人房,9882100,利怡,,Yau Tsim Mong,22.31767,114.17032,Private room,643,2,12,2016-08-04,0.11,2,364,0,
5959060,Village House in Local Area (5-min walk to Beach),30934067,Joe,,Islands,22.26716,113.99594,Entire home/apt,547,2,174,2024-03-11,1.61,1,319,25,
5964537,802(Double RM)TsimShaTsui MTR Station,24215902,Sam,,Yau Tsim Mong,22.29758,114.17126,Private room,364,1,66,2024-02-14,0.61,9,359,3,
5971306,Single Room Private Bathroom 單人套房 (1),30098437,Dragon Hostel,,Yau Tsim Mong,22.31884,114.17007,Private room,320,22,18,2023-08-01,0.19,19,342,1,
5984246,"Queen Size bed, family 3 rooms apt, fit 8 ppl, MTR",26936781,Wing,,Yau Tsim Mong,22.31451,114.16877,Entire home/apt,1456,3,242,2024-03-12,2.22,6,266,36,
5992273,2 Min To MTR independent Double(Private Bathroom),31113999,Selena,,Yau Tsim Mong,22.31676,114.16959,Private room,325,1,324,2024-03-15,3.21,23,257,25,
6038067,Hop Inn - 4 Bed Mixed Dorm,2846792,Hop Inn,,Yau Tsim Mong,22.29684,114.17579,Shared room,353,1,13,2023-12-05,0.12,9,261,4,
6045117,"Happy Valley, Hong Kong",31373491,Maurice,,Wan Chai,22.26762,114.18575,Entire home/apt,1173,1,0,,,1,361,0,
6046605,B3 Inn - Double Bed,31381356,Wilson,,Yau Tsim Mong,22.29692,114.17044,Private room,359,2,69,2024-02-28,0.64,5,79,22,
6098189,"Fantastic and sweet 3 BRs 8pax,1 min mtr",26936781,Wing,,Yau Tsim Mong,22.317862906190065,114.16817003057228,Entire home/apt,1385,3,139,2024-03-08,1.35,6,252,35,
6171123,B3 Inn - Family Room 2 Beds for 3,31381356,Wilson,,Yau Tsim Mong,22.29685,114.17232,Entire home/apt,2000,30,38,2019-04-23,0.35,5,181,0,
6348825,MongKok CBC ExquisiteTriple Room,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Private room,407,1,233,2024-03-13,2.31,23,252,17,
6349168,Comfy Twin bed room- 2 Min to MTR,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Hotel room,349,1,52,2020-11-14,0.52,23,270,0,
6349365,2 Min To MTR independent Quad Room,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Private room,483,1,115,2024-03-13,1.13,23,227,13,
6409693,MongKok CBC Exquisite Double Room(Private Bathroom,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Private room,322,1,229,2024-03-17,2.30,23,271,5,
6427423,Quiet House next to the downtown independent,32833476,Jianneng,,Sha Tin,22.38613,114.18676,Private room,1285,3,13,2017-01-08,0.12,1,364,0,
6458947,Clean & cozy rm for 2 pax in Mong kok (Twin Room),31113999,Selena,,Yau Tsim Mong,22.31677,114.16959,Private room,349,1,153,2024-01-31,1.52,23,271,10,
6496401,SW06-courtyard view,23128629,Yu,,Central & Western,22.28808,114.14829,Entire home/apt,1000,4,192,2023-12-29,1.80,4,356,6,
6564083,SPK02-a hidden gem in old Kowloon 680 sqft,23128629,Yu,,Wong Tai Sin,22.33564,114.19696,Entire home/apt,1900,2,28,2023-05-03,0.31,4,344,2,
6581585,"MongKok CBC,2 mins to MTR,Private Twin room",31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Hotel room,349,1,27,2024-01-30,0.27,23,268,6,
6664484,Ruby hostel female,23376488,Ruby,,Yau Tsim Mong,22.31024,114.17006,Shared room,173,1,76,2024-03-11,0.72,13,150,42,
6770407,"Single Rm@Inn Square, Jordan, TST#6",34642523,Inn Square,,Yau Tsim Mong,22.30699,114.16571,Entire home/apt,314,28,55,2021-10-31,0.52,9,0,0,
6771249,"Single Rm@Inn Square, Jordan, TST#2",34642523,Inn Square,,Yau Tsim Mong,22.30676,114.16686,Private room,236,28,53,2023-05-17,0.50,9,0,2,
6850615,Long-stay Wanchai 2-BR Flat- Airy & Charming,5308835,Louisa,,Wan Chai,22.27346,114.17567,Entire home/apt,1002,30,25,2024-02-05,0.25,1,201,4,
6862749,3 months long term rental- unfurnished,32459735,Lora,,Wan Chai,22.28621,114.19222,Entire home/apt,1100,30,1,2018-06-24,0.01,1,60,0,
6865393,Downtown Mong Kok Mtr Lux. dec 4 beds 2 baths,4971086,Aunt Alice,,Yau Tsim Mong,22.32206,114.17041,Entire home/apt,1471,3,335,2024-03-23,3.20,5,93,69,
6988384,cdk guest study room (pet friendly),36639259,Kei,,Central & Western,22.28267,114.15224,Private room,450,28,370,2024-01-04,3.51,2,111,35,
6994176,"1 min MTR, safe and clean",31947768,Nuts,,Yau Tsim Mong,22.30264,114.17313,Private room,394,2,128,2024-01-01,1.27,6,79,20,
6995492,Private Olympic Studio - 9 mins MTR from Central,23134064,Dustin,,Yau Tsim Mong,22.32059,114.16065,Entire home/apt,310,28,2,2023-11-16,0.05,17,236,1,
7094585,"Soho Luxury Apt, All New Renos *1B",14861546,Tane Residence,,Central & Western,22.28428,114.15273,Entire home/apt,594,30,12,2023-02-03,0.11,121,351,0,
7117981,D1-Standard Twin Bed Room with private bathroom,37289493,Ken,,Yau Tsim Mong,22.31676,114.16967,Private room,418,2,105,2023-12-17,1.01,28,359,4,
7182089,1B flat+amazing roof at Star Street,9079679,Lisanne,,Wan Chai,22.27476,114.16849,Entire home/apt,899,8,52,2018-10-05,0.49,1,25,0,
7186750,B4-Standard Doublebed Room  with private bathroom,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,418,2,171,2024-03-21,1.64,28,344,18,
7186978,L3 Inn : Double Bed Room A,31381356,Wilson,,Yau Tsim Mong,22.29819,114.17233,Hotel room,384,2,159,2024-03-08,1.55,5,63,41,
7207956,Penthouse studio with rooftop,37744496,Wendy,,Central & Western,22.281521,114.130225,Entire home/apt,2000,3,0,,,1,264,0,
7208307,Twin with Private Bathroom ensuite Twin bed Rm,15174928,Becky,,Yau Tsim Mong,22.30682,114.17103,Private room,529,2,23,2017-07-23,0.24,5,180,0,
7209522,Small Studio in Olympic-9 mins MTR to Central,23134064,Dustin,,Yau Tsim Mong,22.31907,114.16021,Entire home/apt,229,28,5,2023-07-12,0.05,17,237,2,
7218421,Spacious flat with Roof Top WanChai,4948825,Juan Carlos,,Wan Chai,22.27499,114.17113,Entire home/apt,577,6,3,2024-02-20,0.03,1,4,2,
7228030,listing_id: 7228030Family room 5 people/5people Private Room Ensuite,30098437,Dragon Hostel,,Yau Tsim Mong,22.31923,114.17156,Private room,729,1,20,2023-05-21,0.20,19,364,2,
7265155,Cosy room in Sai Ying Pun heart of HK Female Only,38038089,Heather,,Central & Western,22.28823,114.14595,Private room,510,1,67,2024-03-06,0.97,1,110,24,
7311170,Large flat Mid-Levels with harbor/skyline views,5958610,Nadia & Thierry,,Central & Western,22.28301,114.14725,Entire home/apt,2350,3,25,2023-12-24,0.24,1,7,2,
7375957,T2-Guest House-Triple Room with private bathroom,37289493,Ken,,Yau Tsim Mong,22.31684,114.16962,Private room,501,2,148,2024-03-22,1.44,28,311,33,
7391438,D5-Standard Twin Bed Room with private bathroom,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,366,2,148,2024-02-26,1.44,28,351,17,
7391649,B2-Standard DoubleBed Room with  private bathroom,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,418,2,115,2024-03-14,1.10,28,358,12,
7503281,Standard double-person room,35448674,Panda,,Yau Tsim Mong,22.31792,114.17132,Private room,336,5,44,2022-11-26,0.42,7,91,0,
7517247,THIS IS OUR ROOM 1/ 1號房/これは、私たちの部屋1,35448674,Panda,,Yau Tsim Mong,22.31818,114.17164,Private room,343,1,22,2024-02-12,0.21,7,35,1,
7517361,THIS IS OUR ROOM 2/ 2號房/これは、私たちの部屋2,35448674,Panda,,Yau Tsim Mong,22.3179,114.17014,Private room,386,1,116,2024-01-29,1.11,7,91,4,
7517501,THIS IS OUR ROOM 6/ 6號房/これは、私たちの部屋6,35448674,Panda,,Yau Tsim Mong,22.31959,114.1698,Private room,,1,81,2023-11-26,0.77,7,91,3,
7517547,THIS IS OUR ROOM 7/ 7號房/これは、私たちの部屋7,35448674,Panda,,Yau Tsim Mong,22.31755,114.17092,Private room,333,1,49,2023-05-01,0.47,7,10,2,
7534875,Hop Inn - Twin (bunk),2846792,Hop Inn,,Yau Tsim Mong,22.29699,114.17577,Private room,1061,1,1,2023-01-09,0.07,9,152,0,
7534916,Hop Inn - Quad,2846792,Hop Inn,,Yau Tsim Mong,22.29669,114.17375,Private room,,1,4,2018-10-28,0.04,9,146,0,
7684573,A spacious quiet and cozy bamboo pad near Central,2779264,Julia,,Central & Western,22.28675,114.14766,Entire home/apt,873,14,30,2024-03-08,0.33,2,318,7,
7701968,listing_id: 7701968(5) The standard big bed room!listing_id: 7701968 listing_id: 7701968(Room 5) clean and tidy!,40376086,Mei,,Yau Tsim Mong,22.30508,114.17261,Private room,309,1,365,2024-03-20,3.48,8,60,61,
7743921,"(7) standard double room (Room 7). With street windows, two beds can be combined into a large bed",40376086,Mei,,Yau Tsim Mong,22.30671,114.17271,Private room,451,1,325,2024-03-15,3.11,8,58,62,
7760948,Private room near Airport and Metro,40809260,Inge,,Islands,22.287761313331252,113.94251516297352,Private room,340,1,2,2024-02-05,0.15,1,175,1,
7765765,Jardine Studio,27132196,V,,Wan Chai,22.27853,114.18643,Private room,543,14,8,2018-01-03,0.08,3,90,0,
7766571,One twin bed that is clean and comfortable!listing_id: 7766571 listing_id: 7766571(Number 2),40376086,Mei,,Yau Tsim Mong,22.30529,114.17091,Private room,304,1,329,2024-03-23,3.18,8,65,61,
7809941,標準大床房,10625315,H.Z,,Yau Tsim Mong,22.3199,114.17074,Private room,351,1,26,2023-10-08,0.26,6,30,2,
7812175,Spacious HKU MTR Room,23134064,Dustin,,Central & Western,22.28583,114.1343,Private room,256,28,2,2023-08-28,0.08,17,316,1,
7812647,Cozy Room Right Next to HKU MTR,23134064,Dustin,,Central & Western,22.285,114.13492,Private room,215,28,3,2022-11-23,0.04,17,365,0,
7922785,Female Dorm Bed#2@269 Hennessy Road,2767794,Check Inn HK,,Wan Chai,22.27825,114.17699,Shared room,256,1,78,2023-11-14,0.82,38,365,5,
7931794,"(3) 干、濕分開,溫馨雙人大床房間(房號3)!值得一試!",40376086,Mei,,Yau Tsim Mong,22.3047,114.17232,Entire home/apt,413,1,419,2024-03-19,4.02,8,62,62,
8143176,"Independent apartment, City One
Apartment",26845194,Carol,,Sha Tin,22.38425,114.20235,Private room,398,2,76,2023-09-01,0.73,1,364,2,
8207213,Modern Seaview 4 BR Apt-Marina view,10056448,Annie,,Islands,22.29498,114.02512,Entire home/apt,1871,9,22,2023-07-19,0.21,2,166,1,
8244584,"太子地鐵站,大房間,連排大窗,Female only",42195207,Lisa,,Sham Shui Po,22.32642,114.16541,Private room,942,1,48,2019-04-14,0.50,2,350,0,
8263542,saikung village house,43574043,Jiawen,,Sai Kung,22.35541,114.24995,Private room,550,14,100,2023-07-08,0.97,2,365,2,
8506914,"Soho Luxury Apt, All New Renos *1A",14861546,Tane Residence,,Central & Western,22.2828,114.15071,Entire home/apt,594,30,3,2015-11-04,0.03,121,274,0,
8526119,New Panda Boutique Hostel room (small room),35448674,Panda,,Yau Tsim Mong,22.32038,114.17016,Shared room,800,28,0,,,7,91,0,
8541215,"(10)溫馨雙人 大床房(房號10)。有街窗,幹淨整齊!全新豪華裝修!",40376086,Mei,,Yau Tsim Mong,22.30685,114.17089,Private room,420,1,266,2024-03-24,2.59,8,163,53,
8566331,"2 Single Beds w/ Bath, near MTR, #5",45083648,Anna,,Yau Tsim Mong,22.30922,114.17253,Private room,450,1,134,2024-02-19,1.30,6,358,23,
8577027,"2 Single Beds w/ Bath, near MTR, #6",45083648,Anna,,Yau Tsim Mong,22.30913,114.17209,Private room,350,1,170,2024-03-10,1.66,6,342,32,
8577530,"2 Single Beds w/ Bath, near MTR, #4",45083648,Anna,,Yau Tsim Mong,22.30958,114.17244,Private room,350,1,99,2024-01-02,0.96,6,267,2,
8577673,"2 Beds for 3 w/ Bath, near MTR, #1",45083648,Anna,,Yau Tsim Mong,22.3093,114.17224,Private room,500,1,116,2024-03-17,1.13,6,355,18,
8597565,B6-Standard DoubleBed Room with private bathroom,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,418,2,145,2024-03-22,1.42,28,337,31,
8597633,D2-Standard Twin Bed Room with private bathroom,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,366,2,175,2024-03-13,1.70,28,346,24,
8598431,"1 Queen Bed w/ Bath, near MTR, #8",45083648,Anna,,Yau Tsim Mong,22.30914,114.17235,Private room,,1,84,2024-01-01,0.82,6,360,1,
8682428,Rm01 - Double bedroom,45593979,銀河賓館,,Yau Tsim Mong,22.30944,114.1701,Private room,,1,6,2023-06-24,0.06,6,175,1,
8690068,Rm11 - 2 Single bedroom,45593979,銀河賓館,,Yau Tsim Mong,22.30897,114.16987,Private room,,1,5,2019-01-01,0.06,6,175,0,
8722428,Rm04 - 1 Single & 1 Double bedroom,45593979,銀河賓館,,Yau Tsim Mong,22.30993,114.17032,Private room,,1,13,2019-04-27,0.15,6,175,0,
8723394,Rm12 - 1 Single & 1 Double bedroom,45593979,銀河賓館,,Yau Tsim Mong,22.30793,114.17016,Private room,,1,16,2019-03-18,0.18,6,175,0,
8723482,Rm03 - 2 Single & 1 Double bedroom,45593979,銀河賓館,,Yau Tsim Mong,22.3079,114.17031,Private room,,1,32,2019-04-06,0.31,6,175,0,
8723550,Rm05 - 2 Single & 1 Double bedroom,45593979,銀河賓館,,Yau Tsim Mong,22.30994,114.17059,Private room,,1,22,2019-05-04,0.22,6,175,0,
8743778,Luxury  Farm Retreat,45869944,Queenie,,North,22.47675,114.10504,Entire home/apt,6980,2,12,2023-12-28,0.25,1,179,1,
8775303,"Cozy, equipped, heart of the city flat: NowHere",9463394,Three Little Monks,,Central & Western,22.285123825073242,114.15109252929688,Entire home/apt,550,13,50,2024-03-20,0.49,2,17,8,
8805100,"1509-彌敦道328號,廟街夜市,市中心,佐敦站B1出口2分鐘,洗衣乾衣機,行李寄存位置,自助入住",46132766,Jordan,,Yau Tsim Mong,22.30766,114.17261,Private room,733,1,1,2016-10-03,0.01,22,0,0,
